qtype,Question,Answer
symptoms,What are the symptoms of Intellectual disability-developmental delay-contractures syndrome ?,"What are the signs and symptoms of Intellectual disability-developmental delay-contractures syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Intellectual disability-developmental delay-contractures syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of movement 90% Clinodactyly of the 5th finger 90% Cognitive impairment 90% Limitation of joint mobility 90% Neurological speech impairment 90% Ophthalmoparesis 90% Skeletal muscle atrophy 90% Kyphosis 7.5% Ptosis 7.5% Scoliosis 7.5% Strabismus 7.5% Oculomotor apraxia 5% Apnea - Apraxia - Areflexia - Broad alveolar ridges - Camptodactyly - Cerebral atrophy - Congenital foot contractures - Congenital onset - Decreased fetal movement - Delayed myelination - Delayed speech and language development - Distal amyotrophy - Drooling - Dystonia - Facial palsy - Feeding difficulties - High anterior hairline - High palate - Hip dislocation - Hyperlordosis - Intellectual disability, mild - Long philtrum - Low-set ears - Muscular hypotonia - Narrow chest - Neonatal respiratory distress - Proximal placement of thumb - Retrognathia - Seizures - Short neck - Short stature - Smooth philtrum - Spasticity - Talipes equinovarus - Upslanted palpebral fissure - U-Shaped upper lip vermilion - X-linked recessive inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,What are the symptoms of Alveolar capillary dysplasia ?,"What are the signs and symptoms of Alveolar capillary dysplasia? The Human Phenotype Ontology provides the following list of signs and symptoms for Alveolar capillary dysplasia. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Pulmonary hypertension 90% Respiratory insufficiency 90% Hypoplastic left heart 50% Intestinal malrotation 50% Patent ductus arteriosus 50% Abnormal form of the vertebral bodies 7.5% Abnormality of the aorta 7.5% Abnormality of the aortic valve 7.5% Abnormality of the gallbladder 7.5% Abnormality of the pulmonary valve 7.5% Abnormality of the spleen 7.5% Abnormality of the upper urinary tract 7.5% Aganglionic megacolon 7.5% Annular pancreas 7.5% Atria septal defect 7.5% Complete atrioventricular canal defect 7.5% Duodenal stenosis 7.5% Single umbilical artery 7.5% Tetralogy of Fallot 7.5% Tracheoesophageal fistula 7.5% Urogenital fistula 7.5% Ventricular septal defect 7.5% Abnormal lung lobation - Abnormality of the pulmonary veins - Autosomal recessive inheritance - Duodenal atresia - Hydronephrosis - Hydroureter - Hypertension - Meckel diverticulum - Neonatal death - Polyhydramnios - Pulmonary insufficiency - Right-to-left shunt - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,What are the symptoms of Pityriasis lichenoides chronica ?,"What are the symptoms of pityriasis lichenoides chronica? Pityriasis lichenoides chronica usually starts out as a small pink papule that turns a reddish-brown color. There is usually a fine, mica-like adherent scale attached to the center which can be peeled off to reveal a shiny, pinkish brown surface. Over several weeks, the spot flattens out spontaneously and leaves behind a brown mark, which fades over several months. Pityriasis lichenoides chronica most commonly occurs over the trunk, buttocks, arms and legs, but may also occur on the hands, feet, face and scalp. Unlike the acute type of pityriasis lichenoides, lesions associated with pityriasis lichenoides chronica are not painful, itchy or irritating. What symptoms are associated with pityriasis lichenoides chronica (PLC)? PLC is the milder form of pityriasis lichenoides, and the lesions associated with this form consist of small, firm, red-brown spots. Unlike PLEVA, the lesions are not irritating and have mica-like adherent scale, which can be scraped off to reveal a shiny brown surface. The spot flattens out over several weeks to leave a brown mark which fades over several months. PLC can look like psoriasis, lichen planus, or insect bites."
treatment,What are the treatments for Pityriasis lichenoides chronica ?,"How might pityriasis lichenoides chronica be treated? Pityriasis lichenoides chronica may not always respond to treatment and relapses often occur when treatment is discontinued. If the rash is not causing symptoms, treatment may not be necessary. In cases where treatment is necessary, there are several different therapies available. First-line therapies may include: Sun exposure   Topical steroids  Topical immunomodulators such as tacrolimus or pimecrolimus  Oral antibiotics such as erythromycin and tetracycline  Second-line therapies may include: Phototherapy  artificial ultraviolet radiation treatment with UVB or PUVA  Third-line therapies may include: Systemic steroids Methotrexate  Acitretin Dapsone Ciclosporin For more resistant and severe disease, a combination of the above may be used PubMed, a searchable database of medical literature, lists several journal articles that discuss treatment of pityriasis lichenoides chronica. Click on the link to view abstracts of articles related to this topic."
treatment,What are the treatments for Patulous Eustachian Tube ?,"How might patulous eustacian tube be treated? While no standard treatment has been found to work for every patient, there are several options that have been used to successfully manage the symptoms in a number of cases. Patients are often advised to recline or lower the head between the knees when symptoms occur. They may also be advised to avoid diuretics and/or increase weight. Medications which have been shown to work in some patients include nasal sprays containing anticholinergics, estrogen, diluted hydrochloric acid, chlorobutanol, or benzyl alcohol. Surgical treatment may be indicated in some cases. Information detailing treatment options can be accessed through Medscape Reference."
symptoms,What are the symptoms of Tylosis with esophageal cancer ?,"What are the signs and symptoms of Tylosis with esophageal cancer? The main features of Tylosis with esophageal cancer are palmoplantar keratoderma and esophageal cancer. The palmoplantar keratoderma usually begins around age 10, and the soles of the feet are usually more severely affected that the palms of the hands. Esophageal carcinoma usually develops in the lower two-thirds of the esophagus at an average age of 45 years. The Human Phenotype Ontology provides the following list of signs and symptoms for Tylosis with esophageal cancer. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the intestine 90% Esophageal neoplasm 90% Gastrointestinal hemorrhage 90% Nausea and vomiting 90% Palmoplantar keratoderma 90% Abnormality of the mediastinum 50% Ascites 50% Feeding difficulties in infancy 50% Hepatomegaly 50% Weight loss 50% Clubbing of toes 7.5% Vocal cord paresis 7.5% Abnormality of the mouth - Autosomal dominant inheritance - Diffuse palmoplantar hyperkeratosis - Esophageal carcinoma - Parakeratosis - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
treatment,What are the treatments for Tylosis with esophageal cancer ?,"How might Tylosis with esophageal cancer be treated? Affected individuals may have periodic endoscopic and oral cavity evaluations by a gastroentrologist to detect esophageal cancer. For the palmoplantar keratoderma, a dermatologist may recommend oral retinoids such as etretinate, isotretinoin, and acitretin. Topical therapies may include soaking in salt water and then gentle removal of dead tissue (debridement) and 50% propylene glycol in water under plastic dressing overnight weekly."
symptoms,What are the symptoms of Autosomal recessive Charcot-Marie-Tooth disease with hoarseness ?,"What are the signs and symptoms of Autosomal recessive Charcot-Marie-Tooth disease with hoarseness? The Human Phenotype Ontology provides the following list of signs and symptoms for Autosomal recessive Charcot-Marie-Tooth disease with hoarseness. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Onion bulb formation 7.5% Areflexia - Autosomal recessive inheritance - Axonal degeneration/regeneration - Decreased motor nerve conduction velocity - Decreased number of peripheral myelinated nerve fibers - Distal amyotrophy - Distal muscle weakness - Distal sensory impairment - Flexion contracture - Neonatal onset - Pes cavus - Spinal deformities - Split hand - Vocal cord paresis - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,What are the symptoms of Bjornstad syndrome ?,"What are the signs and symptoms of Bjornstad syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Bjornstad syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the eyelashes 90% Aplasia/Hypoplasia of the eyebrow 90% Hypertrichosis 90% Pili torti 90% Sensorineural hearing impairment 90% Alopecia 50% Intellectual disability 5% Anhidrosis - Autosomal recessive inheritance - Brittle hair - Coarse hair - Dry hair - Hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes - Hypogonadism - Variable expressivity - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,What are the symptoms of Spondyloepimetaphyseal dysplasia X-linked ?,"What are the signs and symptoms of Spondyloepimetaphyseal dysplasia X-linked? The Human Phenotype Ontology provides the following list of signs and symptoms for Spondyloepimetaphyseal dysplasia X-linked. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Anterior wedging of T11 - Anterior wedging of T12 - Brachydactyly syndrome - Broad long bone diaphyses - Broad metacarpals - Broad phalanx - Cone-shaped epiphyses fused within their metaphyses - Cone-shaped epiphyses of the phalanges of the hand - Cone-shaped metacarpal epiphyses - Coxa valga - Disproportionate short-trunk short stature - Flat acetabular roof - Hypoplasia of the maxilla - Hypoplasia of the odontoid process - Kyphosis - Limited elbow extension - Long fibula - Long ulna - Metaphyseal irregularity - Narrow pelvis bone - Pectus carinatum - Platyspondyly - Posterior rib cupping - Prominent styloid process of ulna - Radial deviation of the hand - Short clavicles - Short foot - Short long bone - Short metacarpal - Short palm - Short phalanx of finger - Spondyloepimetaphyseal dysplasia - X-linked recessive inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,What are the symptoms of Warfarin sensitivity ?,"What are the signs and symptoms of Warfarin sensitivity? The Human Phenotype Ontology provides the following list of signs and symptoms for Warfarin sensitivity. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of blood and blood-forming tissues - Abnormality of metabolism/homeostasis - Autosomal dominant inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,What are the symptoms of Graham Boyle Troxell syndrome ?,"What are the signs and symptoms of Graham Boyle Troxell syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Graham Boyle Troxell syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Hypertension 90% Multicystic kidney dysplasia 90% Pulmonary fibrosis 90% Recurrent respiratory infections 50% Respiratory insufficiency 50% The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,What are the symptoms of Chondrocalcinosis 1 ?,"What are the signs and symptoms of Chondrocalcinosis 1? The Human Phenotype Ontology provides the following list of signs and symptoms for Chondrocalcinosis 1. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal dominant inheritance - Chondrocalcinosis - Osteoarthritis - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,"What are the symptoms of Paget disease of bone, familial ?","What are the signs and symptoms of Paget disease of bone, familial? The Human Phenotype Ontology provides the following list of signs and symptoms for Paget disease of bone, familial. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Hearing impairment 5% Autosomal dominant inheritance - Bone pain - Elevated alkaline phosphatase - Fractures of the long bones - Osteosarcoma - Patchy osteosclerosis - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,What are the symptoms of Kallmann syndrome ?,"What are the signs and symptoms of Kallmann syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Kallmann syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the sense of smell 90% Anterior hypopituitarism 90% Decreased fertility 90% Erectile abnormalities 90% Hypoplasia of penis 90% Abnormality of the voice 50% Breast aplasia 50% Cryptorchidism 50% Primary amenorrhea 50% Reduced bone mineral density 50% Abnormality of color vision 7.5% Cleft palate 7.5% Delayed skeletal maturation 7.5% Gait disturbance 7.5% Gynecomastia 7.5% Hemiplegia/hemiparesis 7.5% Ichthyosis 7.5% Incoordination 7.5% Muscle weakness 7.5% Muscular hypotonia 7.5% Neurological speech impairment 7.5% Nystagmus 7.5% Obesity 7.5% Pes cavus 7.5% Ptosis 7.5% Recurrent fractures 7.5% Reduced number of teeth 7.5% Renal hypoplasia/aplasia 7.5% Rocker bottom foot 7.5% Seizures 7.5% Sensorineural hearing impairment 7.5% Skeletal dysplasia 7.5% Tremor 7.5% Visual impairment 7.5% The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,What are the symptoms of Leber hereditary optic neuropathy ?,"What are the signs and symptoms of Leber hereditary optic neuropathy? Blurring and clouding of vision are usually the first symptoms of this disorder. These vision problems may begin in one eye or simultaneously in both eyes; if vision loss starts in one eye, the other eye is usually affected within several weeks or months. Over time, vision in both eyes worsens, often leading to severe loss of sharpness (visual acuity) and color vision. This condition mainly affects central vision, which is needed for detailed tasks such as reading, driving, and recognizing faces. In rare cases, other symptoms may occur such as heart arrhythmias and neurologic abnormalities (e.g., postural tremor, peripheral neuropathy, nonspecific myopathy, movement disorders), and a multiple sclerosis-like disorder. However, a significant percentage of people with a mutation that causes Leber hereditary optic neuropathy do not develop any features of the disorder. Specifically, more than 50 percent of males with a mutation and more than 85 percent of females with a mutation never experience vision loss or related medical problems. Additional factors may determine whether a person develops the signs and symptoms of this disorder. Environmental factors such as smoking and alcohol use may be involved, although studies of these factors have produced conflicting results. Researchers are also investigating whether changes in additional genes, particularly genes on the X chromosome, contribute to the development of signs and symptoms. The Human Phenotype Ontology provides the following list of signs and symptoms for Leber hereditary optic neuropathy. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Optic neuropathy 33% Arrhythmia - Ataxia - Central retinal vessel vascular tortuosity - Centrocecal scotoma - Dystonia - Heterogeneous - Incomplete penetrance - Leber optic atrophy - Mitochondrial inheritance - Myopathy - Optic atrophy - Polyneuropathy - Postural tremor - Visual loss - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,What are the symptoms of Charcot-Marie-Tooth disease type 2J ?,"What are the signs and symptoms of Charcot-Marie-Tooth disease type 2J? The Human Phenotype Ontology provides the following list of signs and symptoms for Charcot-Marie-Tooth disease type 2J. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the eye - Abnormality of the respiratory system - Areflexia - Autosomal dominant inheritance - Axonal degeneration/regeneration - Distal muscle weakness - Distal sensory impairment - Dysphagia - Foot dorsiflexor weakness - Hyporeflexia - Peripheral demyelination - Pes cavus - Progressive sensorineural hearing impairment - Sensorineural hearing impairment - Steppage gait - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,What are the symptoms of Dravet syndrome ?,"What are the signs and symptoms of Dravet syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Dravet syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Absence seizures - Ataxia - Autosomal dominant inheritance - Cerebral atrophy - Cortical visual impairment - Epileptic encephalopathy - Focal seizures with impairment of consciousness or awareness - Generalized myoclonic seizures - Hemiclonic seizures - Infantile onset - Mental deterioration - Motor delay - Postnatal microcephaly - Status epilepticus - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,What are the symptoms of Charcot-Marie-Tooth disease type 2B ?,"What are the signs and symptoms of Charcot-Marie-Tooth disease type 2B? The Human Phenotype Ontology provides the following list of signs and symptoms for Charcot-Marie-Tooth disease type 2B. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Areflexia - Autoamputation (feet) - Autosomal dominant inheritance - Axonal degeneration/regeneration - Decreased motor nerve conduction velocity - Decreased number of peripheral myelinated nerve fibers - Distal amyotrophy - Dystrophic toenail - Foot dorsiflexor weakness - Hammertoe - Hyporeflexia - Osteomyelitis or necrosis, distal, due to sensory neuropathy (feet) - Peripheral axonal atrophy - Pes cavus - Pes planus - Steppage gait - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,What are the symptoms of Generalized pustular psoriasis ?,"What are the signs and symptoms of Generalized pustular psoriasis? The Human Phenotype Ontology provides the following list of signs and symptoms for Generalized pustular psoriasis. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Cholangitis 5% Furrowed tongue 5% Nail dysplasia 5% Nail dystrophy 5% Autosomal recessive inheritance - Erythema - Fever - Parakeratosis - Psoriasis - Pustule - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,"What are the symptoms of Deafness, autosomal dominant nonsyndromic sensorineural 23 ?","What are the signs and symptoms of Deafness, autosomal dominant nonsyndromic sensorineural 23? The Human Phenotype Ontology provides the following list of signs and symptoms for Deafness, autosomal dominant nonsyndromic sensorineural 23. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Conductive hearing impairment 75% Preauricular pit 5% Autosomal dominant inheritance - Sensorineural hearing impairment - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,What are the symptoms of X-linked Charcot-Marie-Tooth disease type 2 ?,"What are the signs and symptoms of X-linked Charcot-Marie-Tooth disease type 2? The Human Phenotype Ontology provides the following list of signs and symptoms for X-linked Charcot-Marie-Tooth disease type 2. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Decreased nerve conduction velocity 90% Muscle weakness 90% Pes cavus 90% Skeletal muscle atrophy 90% Cognitive impairment 50% Impaired pain sensation 50% Gait disturbance 7.5% Hemiplegia/hemiparesis 7.5% Incoordination 7.5% Kyphosis 7.5% Neurological speech impairment 7.5% Reduced consciousness/confusion 7.5% Scoliosis 7.5% Tremor 7.5% Distal amyotrophy 5% Intellectual disability 5% Areflexia - Decreased motor nerve conduction velocity - Distal muscle weakness - Distal sensory impairment - EMG: axonal abnormality - Foot dorsiflexor weakness - Infantile onset - Steppage gait - Upper limb muscle weakness - X-linked recessive inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
symptoms,What are the symptoms of Paragangliomas 4 ?,"What are the signs and symptoms of Paragangliomas 4? The Human Phenotype Ontology provides the following list of signs and symptoms for Paragangliomas 4. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Gastrointestinal stroma tumor 5% Neuroblastoma 5% Abnormality of urine catecholamine concentration - Adrenal pheochromocytoma - Adult onset - Anxiety (with pheochromocytoma) - Autosomal dominant inheritance - Chemodectoma - Diaphoresis (with pheochromocytoma) - Extraadrenal pheochromocytoma - Glomus jugular tumor - Headache (with pheochromocytoma) - Hypertension associated with pheochromocytoma - Incomplete penetrance - Palpitations - Palpitations (with pheochromocytoma) - Paraganglioma-related cranial nerve palsy - Pulsatile tinnitus (tympanic paraganglioma) - Renal cell carcinoma - Tachycardia (with pheochromocytoma) - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
